,YEAR,MO,DY,PRECTOT,QV2M,PS,TS,KT,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_LW_DWN,Date
4728,1992,6,22,0.1,0.012502,97.06,42.93,0.56,6.39,10.5,22-6-1992
4729,1992,6,22,0.43,0.011807999999999999,97.01,42.35,0.56,6.39,10.5,22-6-1992
4730,1992,6,23,0.09,0.007875,96.82,41.93,0.39,4.47,10.77,23-6-1992
4731,1992,6,23,0.19,0.007854,96.76,41.6,0.39,4.47,10.77,23-6-1992
4732,1992,6,24,3.2,0.009848,96.7,40.19,0.57,6.44,10.8,24-6-1992
4733,1992,6,24,3.93,0.009551,96.64,39.6,0.57,6.44,10.8,24-6-1992
4734,1992,6,25,0.28,0.011096,96.8,39.98,0.52,5.88,11.26,25-6-1992
4735,1992,6,25,1.13,0.011352,96.73,38.94,0.52,5.88,11.26,25-6-1992
4736,1992,6,26,1.31,0.012055,96.82,39.25,0.35,3.93,11.21,26-6-1992
4737,1992,6,26,1.93,0.012545,96.77,37.96,0.35,3.93,11.21,26-6-1992
4738,1992,6,27,0.3,0.012385,96.9,38.89,0.49,5.61,10.58,27-6-1992
4739,1992,6,27,0.98,0.013078,96.85,37.43,0.49,5.61,10.58,27-6-1992
4740,1992,6,28,0.3,0.012643999999999999,97.17,39.59,0.48,5.41,10.9,28-6-1992
4741,1992,6,28,0.34,0.012978,97.11,38.81,0.48,5.41,10.9,28-6-1992
4742,1992,6,29,0.29,0.011556,97.31,40.09,0.2,2.32,10.81,29-6-1992
4743,1992,6,29,0.29,0.011887,97.27,39.48,0.2,2.32,10.81,29-6-1992
4744,1992,6,30,1.44,0.011349,97.19,39.74,0.48,5.43,10.89,30-6-1992
4745,1992,6,30,3.97,0.012325,97.15,38.3,0.48,5.43,10.89,30-6-1992
4746,1992,7,1,3.17,0.011856,97.22,37.88,0.55,6.25,10.63,1-7-1992
4747,1992,7,1,2.92,0.012501,97.18,36.72,0.55,6.25,10.63,1-7-1992
4748,1992,7,2,2.47,0.012521,97.29,37.65,0.69,7.82,9.9,2-7-1992
4749,1992,7,2,2.42,0.012739,97.25,36.86,0.69,7.82,9.9,2-7-1992
4750,1992,7,3,1.35,0.01305,97.47,36.97,0.37,4.16,9.91,3-7-1992
4751,1992,7,3,2.42,0.01323,97.42,36.44,0.37,4.16,9.91,3-7-1992
4752,1992,7,4,0.73,0.012526,97.46,36.83,0.49,5.55,10.59,4-7-1992
4753,1992,7,4,0.58,0.012744,97.4,36.56,0.49,5.55,10.59,4-7-1992
4754,1992,7,5,0.58,0.011583,97.59,37.65,0.55,6.26,10.71,5-7-1992
4755,1992,7,5,1.26,0.011696999999999999,97.51,36.9,0.55,6.26,10.71,5-7-1992
4756,1992,7,6,1.07,0.011343,97.47,38.37,0.54,6.07,10.84,6-7-1992
4757,1992,7,6,0.94,0.011695,97.41,37.56,0.54,6.07,10.84,6-7-1992
4758,1992,7,7,1.14,0.011446,97.36,38.24,0.42,4.79,10.92,7-7-1992
4759,1992,7,7,2.17,0.01212,97.3,37.29,0.42,4.79,10.92,7-7-1992
4760,1992,7,8,1.35,0.011797,97.34,37.95,0.5,5.7,10.67,8-7-1992
4761,1992,7,8,2.03,0.012575,97.27,36.83,0.5,5.7,10.67,8-7-1992
4762,1992,7,9,0.76,0.011212999999999999,97.46,38.83,0.52,5.9,10.65,9-7-1992
4763,1992,7,9,3.81,0.012288,97.42,37.02,0.52,5.9,10.65,9-7-1992
4764,1992,7,10,0.97,0.012695999999999999,97.52,38.52,0.54,6.13,10.96,10-7-1992
4765,1992,7,10,0.35,0.013127000000000002,97.47,36.84,0.54,6.13,10.96,10-7-1992
4766,1992,7,11,3.0,0.013753999999999999,97.57,38.02,0.61,6.9,10.51,11-7-1992
4767,1992,7,11,2.37,0.013553,97.53,37.81,0.61,6.9,10.51,11-7-1992
4768,1992,7,12,2.59,0.015648,97.69,37.73,0.51,5.71,10.76,12-7-1992
4769,1992,7,12,3.2,0.015686000000000002,97.65,37.46,0.51,5.71,10.76,12-7-1992
4770,1992,7,13,0.49,0.015629,97.64,37.8,0.56,6.32,10.69,13-7-1992
4771,1992,7,13,0.52,0.015665000000000002,97.61,37.61,0.56,6.32,10.69,13-7-1992
4772,1992,7,14,0.06,0.016662,97.52,37.78,0.56,6.32,10.42,14-7-1992
4773,1992,7,14,0.02,0.016338,97.49,37.9,0.56,6.32,10.42,14-7-1992
4774,1992,7,15,0.04,0.015578999999999999,97.47,39.52,0.56,6.25,10.53,15-7-1992
4775,1992,7,15,0.02,0.015378999999999999,97.41,39.51,0.56,6.25,10.53,15-7-1992
4776,1992,7,16,0.05,0.015009,97.49,37.84,0.3,3.41,10.48,16-7-1992
4777,1992,7,16,0.01,0.014869,97.43,38.03,0.3,3.41,10.48,16-7-1992
4778,1992,7,17,1.45,0.016038999999999998,97.44,35.7,0.41,4.61,10.25,17-7-1992
4779,1992,7,17,1.63,0.015944,97.4,35.78,0.41,4.61,10.25,17-7-1992
4780,1992,7,18,3.63,0.016834000000000002,97.31,32.42,0.45,5.03,10.4,18-7-1992
4781,1992,7,18,3.27,0.016246,97.3,33.13,0.45,5.03,10.4,18-7-1992
4782,1992,7,19,6.8,0.017397,97.32,31.81,0.47,5.28,10.41,19-7-1992
4783,1992,7,19,3.77,0.016788,97.28,32.91,0.47,5.28,10.41,19-7-1992
4784,1992,7,20,8.59,0.018603,97.39,32.95,0.49,5.49,10.61,20-7-1992
4785,1992,7,20,4.57,0.017939,97.35,33.95,0.49,5.49,10.61,20-7-1992
4786,1992,7,21,2.91,0.018472,97.53,33.64,0.43,4.78,10.22,21-7-1992
4787,1992,7,21,2.14,0.018231,97.5,33.77,0.43,4.78,10.22,21-7-1992
4788,1992,7,22,2.84,0.017925999999999997,97.52,32.89,0.16,1.73,10.36,22-7-1992
4789,1992,7,22,2.05,0.017352,97.48,33.71,0.16,1.73,10.36,22-7-1992
4790,1992,7,23,10.05,0.01904,97.31,32.55,0.41,4.59,10.36,23-7-1992
4791,1992,7,23,7.82,0.018718000000000002,97.26,33.05,0.41,4.59,10.36,23-7-1992
4792,1992,7,24,9.31,0.019540000000000002,97.21,31.34,0.29,3.24,10.5,24-7-1992
4793,1992,7,24,14.14,0.019943000000000002,97.16,30.63,0.29,3.24,10.5,24-7-1992
4794,1992,7,25,16.84,0.019952,97.08,30.73,0.32,3.5,10.58,25-7-1992
4795,1992,7,25,16.65,0.020093,97.03,30.18,0.32,3.5,10.58,25-7-1992
4796,1992,7,26,4.54,0.019846000000000003,97.15,31.15,0.31,3.47,10.65,26-7-1992
4797,1992,7,26,6.81,0.019648,97.12,31.56,0.31,3.47,10.65,26-7-1992
4798,1992,7,27,7.79,0.0191,97.31,30.96,0.51,5.67,10.32,27-7-1992
4799,1992,7,27,7.65,0.018806,97.29,32.12,0.51,5.67,10.32,27-7-1992
4800,1992,7,28,0.41,0.016759,97.38,32.95,0.53,5.84,10.39,28-7-1992
4801,1992,7,28,0.6,0.016501,97.38,32.83,0.53,5.84,10.39,28-7-1992
4802,1992,7,29,1.13,0.017235,97.46,32.16,0.58,6.33,10.49,29-7-1992
4803,1992,7,29,0.22,0.016914,97.48,32.78,0.58,6.33,10.49,29-7-1992
4804,1992,7,30,1.51,0.016536000000000002,97.67,32.22,0.37,4.11,10.1,30-7-1992
4805,1992,7,30,0.64,0.016388999999999997,97.63,33.01,0.37,4.11,10.1,30-7-1992
4806,1992,7,31,1.1,0.017391,97.55,34.21,0.5,5.46,9.75,31-7-1992
4807,1992,7,31,0.56,0.01636,97.48,35.07,0.5,5.46,9.75,31-7-1992
4808,1992,8,1,0.17,0.018559,97.5,34.08,0.46,5.01,10.36,1-8-1992
4809,1992,8,1,0.26,0.018375,97.43,34.18,0.46,5.01,10.36,1-8-1992
4810,1992,8,2,3.08,0.018292,97.61,30.07,0.31,3.36,10.41,2-8-1992
4811,1992,8,2,4.02,0.01793,97.58,30.24,0.31,3.36,10.41,2-8-1992
4812,1992,8,3,5.49,0.018463,97.85,31.3,0.25,2.69,10.5,3-8-1992
4813,1992,8,3,4.81,0.018129,97.83,31.19,0.25,2.69,10.5,3-8-1992
4814,1992,8,4,36.87,0.019915000000000002,98.07,29.47,0.58,6.29,10.21,4-8-1992
4815,1992,8,4,35.65,0.019495,98.05,29.38,0.58,6.29,10.21,4-8-1992
4816,1992,8,5,13.65,0.019641,97.98,30.74,0.44,4.78,10.18,5-8-1992
4817,1992,8,5,16.91,0.019458,97.95,30.71,0.44,4.78,10.18,5-8-1992
4818,1992,8,6,1.33,0.018963999999999998,97.76,32.36,0.34,3.71,10.34,6-8-1992
4819,1992,8,6,1.89,0.019014,97.7,32.36,0.34,3.71,10.34,6-8-1992
4820,1992,8,7,0.63,0.018785,97.63,32.18,0.5,5.4,10.21,7-8-1992
4821,1992,8,7,0.69,0.018734999999999998,97.56,32.26,0.5,5.4,10.21,7-8-1992
4822,1992,8,8,2.42,0.019301,97.66,30.38,0.41,4.47,10.27,8-8-1992
4823,1992,8,8,2.67,0.01911,97.62,30.81,0.41,4.47,10.27,8-8-1992
4824,1992,8,9,6.36,0.019269,97.65,30.07,0.19,2.03,10.49,9-8-1992
4825,1992,8,9,4.69,0.018928999999999998,97.64,29.67,0.19,2.03,10.49,9-8-1992
4826,1992,8,10,13.1,0.020104,97.61,28.81,0.33,3.52,10.45,10-8-1992
4827,1992,8,10,14.27,0.019892,97.59,29.18,0.33,3.52,10.45,10-8-1992
4828,1992,8,11,8.27,0.019755,97.68,30.6,0.53,5.67,10.35,11-8-1992
4829,1992,8,11,10.68,0.01986,97.66,30.4,0.53,5.67,10.35,11-8-1992
4830,1992,8,12,0.65,0.019699,97.8,31.17,0.5,5.29,10.41,12-8-1992
4831,1992,8,12,0.46,0.019435,97.77,31.04,0.5,5.29,10.41,12-8-1992
4832,1992,8,13,2.75,0.019849000000000002,97.66,33.01,0.29,3.05,10.42,13-8-1992
4833,1992,8,13,3.38,0.019645,97.62,32.7,0.29,3.05,10.42,13-8-1992
4834,1992,8,14,5.72,0.019613,97.59,33.7,0.48,5.12,10.17,14-8-1992
4835,1992,8,14,3.17,0.019224,97.53,33.61,0.48,5.12,10.17,14-8-1992
4836,1992,8,15,1.19,0.019662,97.63,32.99,0.08,0.81,10.26,15-8-1992
4837,1992,8,15,0.74,0.019237,97.56,33.42,0.08,0.81,10.26,15-8-1992
4838,1992,8,16,0.59,0.018673,97.6,30.02,0.3,3.19,10.5,16-8-1992
4839,1992,8,16,0.2,0.018313999999999997,97.57,29.87,0.3,3.19,10.5,16-8-1992
4840,1992,8,17,3.35,0.018728,97.35,31.74,0.43,4.53,10.61,17-8-1992
4841,1992,8,17,2.08,0.018446,97.3,31.96,0.43,4.53,10.61,17-8-1992
4842,1992,8,18,6.98,0.020107,97.34,29.58,0.26,2.69,10.47,18-8-1992
4843,1992,8,18,8.47,0.019893,97.3,29.55,0.26,2.69,10.47,18-8-1992
4844,1992,8,19,11.72,0.020441,97.38,29.65,0.25,2.64,10.32,19-8-1992
4845,1992,8,19,9.32,0.020040000000000002,97.35,29.64,0.25,2.64,10.32,19-8-1992
4846,1992,8,20,12.33,0.020215,97.33,30.64,0.47,4.94,10.32,20-8-1992
4847,1992,8,20,12.84,0.020087999999999998,97.27,30.75,0.47,4.94,10.32,20-8-1992
4848,1992,8,21,2.2,0.020350999999999998,97.42,30.89,0.32,3.29,10.52,21-8-1992
4849,1992,8,21,3.2,0.020328,97.37,31.06,0.32,3.29,10.52,21-8-1992
4850,1992,8,22,8.45,0.020562999999999998,97.63,30.98,0.49,5.07,10.37,22-8-1992
4851,1992,8,22,5.46,0.020296,97.58,31.57,0.49,5.07,10.37,22-8-1992
4852,1992,8,23,14.97,0.019679,97.67,31.39,0.6,6.18,10.26,23-8-1992
4853,1992,8,23,14.96,0.019015999999999998,97.61,31.38,0.6,6.18,10.26,23-8-1992
4854,1992,8,24,2.8,0.019484,97.72,31.5,0.46,4.78,10.48,24-8-1992
4855,1992,8,24,3.83,0.019155000000000002,97.67,31.3,0.46,4.78,10.48,24-8-1992
4856,1992,8,25,0.28,0.018931,97.63,31.57,0.53,5.45,10.08,25-8-1992
4857,1992,8,25,0.36,0.018886,97.55,31.76,0.53,5.45,10.08,25-8-1992
4858,1992,8,26,2.15,0.018241999999999998,97.57,31.09,0.52,5.35,10.06,26-8-1992
4859,1992,8,26,1.46,0.018161,97.48,31.41,0.52,5.35,10.06,26-8-1992
4860,1992,8,27,3.12,0.018121,97.57,30.66,0.35,3.55,10.4,27-8-1992
4861,1992,8,27,5.44,0.018133,97.51,30.73,0.35,3.55,10.4,27-8-1992
4862,1992,8,28,3.73,0.016897,97.64,31.02,0.46,4.67,10.26,28-8-1992
4863,1992,8,28,3.47,0.017263,97.58,31.03,0.46,4.67,10.26,28-8-1992
4864,1992,8,29,0.32,0.018201,97.66,31.41,0.52,5.29,10.18,29-8-1992
4865,1992,8,29,0.35,0.018033,97.62,31.45,0.52,5.29,10.18,29-8-1992
4866,1992,8,30,0.05,0.019162000000000002,97.61,31.06,0.59,5.92,10.18,30-8-1992
4867,1992,8,30,0.02,0.018747999999999997,97.57,31.44,0.59,5.92,10.18,30-8-1992
4868,1992,8,31,0.32,0.020307,97.6,32.46,0.61,6.19,10.4,31-8-1992
4869,1992,8,31,0.22,0.019772,97.56,32.63,0.61,6.19,10.4,31-8-1992
4870,1992,9,1,0.19,0.019826,97.77,32.82,0.54,5.42,10.36,1-9-1992
4871,1992,9,1,0.26,0.019533000000000002,97.71,33.27,0.54,5.42,10.36,1-9-1992
4872,1992,9,2,1.47,0.019734,97.8,32.22,0.54,5.41,10.35,2-9-1992
4873,1992,9,2,0.84,0.019507,97.77,32.01,0.54,5.41,10.35,2-9-1992
4874,1992,9,3,6.22,0.019742,97.69,32.03,0.51,5.08,10.36,3-9-1992
4875,1992,9,3,4.05,0.019395,97.64,32.44,0.51,5.08,10.36,3-9-1992
4876,1992,9,4,15.41,0.01996,97.58,28.92,0.42,4.17,10.35,4-9-1992
4877,1992,9,4,19.68,0.019875999999999998,97.55,28.9,0.42,4.17,10.35,4-9-1992
4878,1992,9,5,6.81,0.019357,97.5,28.75,0.52,5.11,10.39,5-9-1992
4879,1992,9,5,6.55,0.019180000000000003,97.47,28.75,0.52,5.11,10.39,5-9-1992
4880,1992,9,6,5.54,0.019824,97.54,29.16,0.45,4.4,10.17,6-9-1992
4881,1992,9,6,3.79,0.019631,97.52,29.51,0.45,4.4,10.17,6-9-1992
4882,1992,9,7,16.25,0.020484,97.63,27.31,0.56,5.53,10.1,7-9-1992
4883,1992,9,7,9.2,0.020122,97.61,27.92,0.56,5.53,10.1,7-9-1992
4884,1992,9,8,4.36,0.020234000000000002,97.48,28.65,0.59,5.76,9.99,8-9-1992
4885,1992,9,8,1.6,0.019788999999999998,97.44,29.22,0.59,5.76,9.99,8-9-1992
4886,1992,9,9,4.63,0.0195,97.63,28.55,0.45,4.36,10.22,9-9-1992
4887,1992,9,9,4.95,0.019521,97.57,28.69,0.45,4.36,10.22,9-9-1992
4888,1992,9,10,35.24,0.019631,97.92,27.23,0.45,4.32,10.31,10-9-1992
4889,1992,9,10,35.39,0.019563999999999998,97.89,27.69,0.45,4.32,10.31,10-9-1992
4890,1992,9,11,1.49,0.018397999999999998,97.83,27.34,0.39,3.79,10.18,11-9-1992
4891,1992,9,11,1.32,0.018399000000000002,97.77,27.6,0.39,3.79,10.18,11-9-1992
4892,1992,9,12,1.0,0.015662,97.69,26.98,0.57,5.42,9.42,12-9-1992
4893,1992,9,12,0.97,0.015637,97.63,26.86,0.57,5.42,9.42,12-9-1992
4894,1992,9,13,2.49,0.015359999999999999,97.81,27.31,0.46,4.4,10.08,13-9-1992
4895,1992,9,13,4.72,0.015091,97.74,27.71,0.46,4.4,10.08,13-9-1992
4896,1992,9,14,0.84,0.01575,98.06,27.52,0.43,4.08,9.81,14-9-1992
4897,1992,9,14,1.44,0.015714,97.99,27.61,0.43,4.08,9.81,14-9-1992
4898,1992,9,15,0.09,0.015393,98.12,27.86,0.54,5.06,9.72,15-9-1992
4899,1992,9,15,0.26,0.015163999999999999,98.04,27.93,0.54,5.06,9.72,15-9-1992
4900,1992,9,16,0.6,0.015016,98.21,26.86,0.55,5.16,9.75,16-9-1992
4901,1992,9,16,0.65,0.015083000000000001,98.11,27.66,0.55,5.16,9.75,16-9-1992
4902,1992,9,17,0.53,0.014755,98.13,27.3,0.47,4.41,9.88,17-9-1992
4903,1992,9,17,1.67,0.014619,98.05,27.54,0.47,4.41,9.88,17-9-1992
4904,1992,9,18,0.29,0.014518000000000001,98.18,27.73,0.5,4.65,9.7,18-9-1992
4905,1992,9,18,0.18,0.014100999999999999,98.11,27.72,0.5,4.65,9.7,18-9-1992
4906,1992,9,19,0.02,0.013781999999999999,98.34,28.23,0.52,4.79,9.16,19-9-1992
4907,1992,9,19,0.14,0.013718000000000001,98.29,27.91,0.52,4.79,9.16,19-9-1992
4908,1992,9,20,0.06,0.013127000000000002,98.42,27.58,0.59,5.41,8.83,20-9-1992
4909,1992,9,20,0.05,0.013037,98.37,27.23,0.59,5.41,8.83,20-9-1992
4910,1992,9,21,0.01,0.012714,98.32,27.41,0.64,5.9,8.91,21-9-1992
4911,1992,9,21,0.01,0.012433,98.25,27.23,0.64,5.9,8.91,21-9-1992
4912,1992,9,22,0.0,0.011878,98.06,27.31,0.66,6.0,8.77,22-9-1992
4913,1992,9,22,0.0,0.011725,97.98,27.25,0.66,6.0,8.77,22-9-1992
4914,1992,9,23,0.0,0.010841,97.97,27.0,0.59,5.37,8.79,23-9-1992
4915,1992,9,23,0.0,0.010738,97.9,27.0,0.59,5.37,8.79,23-9-1992
4916,1992,9,24,0.0,0.011152,98.17,27.39,0.63,5.66,9.04,24-9-1992
4917,1992,9,24,0.0,0.011056,98.11,27.37,0.63,5.66,9.04,24-9-1992
4918,1992,9,25,0.0,0.011023999999999999,98.19,27.55,0.55,4.95,8.91,25-9-1992
4919,1992,9,25,0.0,0.010468,98.14,27.35,0.55,4.95,8.91,25-9-1992
4920,1992,9,26,0.0,0.009994,98.22,27.64,0.58,5.21,9.7,26-9-1992
4921,1992,9,26,0.0,0.010052,98.17,27.75,0.58,5.21,9.7,26-9-1992
4922,1992,9,27,0.0,0.009890000000000001,98.29,27.8,0.49,4.35,8.8,27-9-1992
4923,1992,9,27,0.0,0.009822,98.24,27.63,0.49,4.35,8.8,27-9-1992
4924,1992,9,28,0.0,0.010345,98.38,27.43,0.64,5.65,8.73,28-9-1992
4925,1992,9,28,0.0,0.010027,98.33,27.25,0.64,5.65,8.73,28-9-1992
4926,1992,9,29,0.0,0.010115,98.37,27.36,0.71,6.2,8.74,29-9-1992
4927,1992,9,29,0.0,0.010296,98.31,27.31,0.71,6.2,8.74,29-9-1992
4928,1992,9,30,0.0,0.009391,98.33,27.09,0.63,5.47,8.63,30-9-1992
4929,1992,9,30,0.0,0.009293000000000001,98.27,26.98,0.63,5.47,8.63,30-9-1992
4930,1992,10,1,0.01,0.009970999999999999,98.35,27.49,0.72,6.3,8.13,1-10-1992
4931,1992,10,1,0.05,0.009427,98.29,27.07,0.72,6.3,8.13,1-10-1992
4932,1992,10,2,0.0,0.010478,98.5,28.34,0.66,5.72,8.42,2-10-1992
4933,1992,10,2,0.0,0.009519,98.44,27.75,0.66,5.72,8.42,2-10-1992
4934,1992,10,3,0.0,0.010713,98.42,28.57,0.63,5.4,8.74,3-10-1992
4935,1992,10,3,0.0,0.009734,98.35,28.03,0.63,5.4,8.74,3-10-1992
4936,1992,10,4,0.0,0.011549,98.2,29.84,0.53,4.56,9.0,4-10-1992
4937,1992,10,4,0.0,0.010284999999999999,98.14,28.84,0.53,4.56,9.0,4-10-1992
4938,1992,10,5,0.24,0.011906,98.32,29.39,0.52,4.41,9.04,5-10-1992
4939,1992,10,5,0.53,0.010319,98.28,28.11,0.52,4.41,9.04,5-10-1992
4940,1992,10,6,0.72,0.011183,98.55,28.46,0.53,4.45,9.27,6-10-1992
4941,1992,10,6,1.54,0.010414,98.52,27.42,0.53,4.45,9.27,6-10-1992
4942,1992,10,7,0.0,0.008931,98.57,27.29,0.61,5.11,8.53,7-10-1992
4943,1992,10,7,0.0,0.00839,98.53,26.68,0.61,5.11,8.53,7-10-1992
4944,1992,10,8,0.0,0.007540000000000001,98.61,25.99,0.73,6.12,8.32,8-10-1992
4945,1992,10,8,0.0,0.007418999999999999,98.56,25.89,0.73,6.12,8.32,8-10-1992
4946,1992,10,9,0.0,0.007809999999999999,98.67,26.86,0.69,5.73,8.85,9-10-1992
4947,1992,10,9,0.0,0.007956999999999999,98.62,27.04,0.69,5.73,8.85,9-10-1992
4948,1992,10,10,0.0,0.009414,98.43,27.92,0.49,4.03,9.33,10-10-1992
4949,1992,10,10,0.0,0.009162,98.38,27.91,0.49,4.03,9.33,10-10-1992
4950,1992,10,11,0.53,0.012138,98.33,22.75,0.27,2.17,9.93,11-10-1992
4951,1992,10,11,0.05,0.011787,98.29,23.75,0.27,2.17,9.93,11-10-1992
4952,1992,10,12,13.21,0.014141999999999998,98.06,23.67,0.46,3.77,10.01,12-10-1992
4953,1992,10,12,9.22,0.013538999999999999,98.01,24.77,0.46,3.77,10.01,12-10-1992
4954,1992,10,13,2.55,0.013132,98.1,26.16,0.67,5.38,9.05,13-10-1992
4955,1992,10,13,1.13,0.012295,98.06,26.63,0.67,5.38,9.05,13-10-1992
4956,1992,10,14,0.12,0.007773,97.96,25.41,0.6,4.81,8.3,14-10-1992
4957,1992,10,14,0.85,0.008004,97.89,25.55,0.6,4.81,8.3,14-10-1992
4958,1992,10,15,0.03,0.006906,97.95,24.73,0.59,4.71,7.92,15-10-1992
4959,1992,10,15,0.03,0.006391,97.88,24.74,0.59,4.71,7.92,15-10-1992
4960,1992,10,16,0.0,0.00783,98.08,25.2,0.67,5.31,8.27,16-10-1992
4961,1992,10,16,0.0,0.006841,98.02,24.91,0.67,5.31,8.27,16-10-1992
4962,1992,10,17,0.0,0.007144,98.19,25.44,0.74,5.79,8.53,17-10-1992
4963,1992,10,17,0.0,0.006475,98.13,25.13,0.74,5.79,8.53,17-10-1992
4964,1992,10,18,0.0,0.008286,98.46,27.22,0.61,4.74,9.33,18-10-1992
4965,1992,10,18,0.0,0.007386,98.42,26.37,0.61,4.74,9.33,18-10-1992
4966,1992,10,19,0.15,0.010124,98.62,27.55,0.55,4.29,8.8,19-10-1992
4967,1992,10,19,0.05,0.00859,98.58,26.95,0.55,4.29,8.8,19-10-1992
4968,1992,10,20,0.0,0.0076370000000000006,98.59,25.26,0.47,3.61,8.32,20-10-1992
4969,1992,10,20,0.0,0.007033,98.53,24.95,0.47,3.61,8.32,20-10-1992
4970,1992,10,21,0.0,0.0073549999999999996,98.41,24.99,0.59,4.52,8.15,21-10-1992
4971,1992,10,21,0.0,0.00677,98.36,24.49,0.59,4.52,8.15,21-10-1992
4972,1992,10,22,0.03,0.007458,98.31,24.72,0.6,4.56,8.52,22-10-1992
4973,1992,10,22,0.01,0.0067870000000000005,98.26,24.24,0.6,4.56,8.52,22-10-1992
4974,1992,10,23,0.0,0.006447,98.46,23.84,0.6,4.54,8.02,23-10-1992
4975,1992,10,23,0.0,0.006113,98.4,23.68,0.6,4.54,8.02,23-10-1992
4976,1992,10,24,0.0,0.0055049999999999995,98.57,23.33,0.59,4.45,8.23,24-10-1992
4977,1992,10,24,0.0,0.00534,98.5,23.23,0.59,4.45,8.23,24-10-1992
4978,1992,10,25,0.0,0.006437999999999999,98.68,24.04,0.58,4.3,8.76,25-10-1992
4979,1992,10,25,0.0,0.005643,98.63,23.75,0.58,4.3,8.76,25-10-1992
4980,1992,10,26,0.0,0.006012,98.92,23.81,0.57,4.25,8.11,26-10-1992
4981,1992,10,26,0.0,0.005705,98.86,23.41,0.57,4.25,8.11,26-10-1992
4982,1992,10,27,0.51,0.005548,99.05,22.47,0.63,4.61,7.87,27-10-1992
4983,1992,10,27,0.52,0.005397,99.0,22.21,0.63,4.61,7.87,27-10-1992
4984,1992,10,28,0.0,0.005193,99.12,22.49,0.59,4.3,8.07,28-10-1992
4985,1992,10,28,0.0,0.00505,99.08,22.24,0.59,4.3,8.07,28-10-1992
4986,1992,10,29,0.0,0.004626,99.17,22.02,0.7,5.06,7.88,29-10-1992
4987,1992,10,29,0.0,0.004566,99.12,21.77,0.7,5.06,7.88,29-10-1992
4988,1992,10,30,0.0,0.004275999999999999,99.03,21.51,0.65,4.7,7.98,30-10-1992
4989,1992,10,30,0.0,0.004347,98.97,21.34,0.65,4.7,7.98,30-10-1992
4990,1992,10,31,0.0,0.0044469999999999996,98.96,21.93,0.57,4.09,7.85,31-10-1992
4991,1992,10,31,0.0,0.004602,98.9,21.98,0.57,4.09,7.85,31-10-1992
4992,1992,11,1,0.0,0.0048920000000000005,98.98,21.98,0.71,5.07,7.87,1-11-1992
4993,1992,11,1,0.0,0.004635,98.94,21.79,0.71,5.07,7.87,1-11-1992
4994,1992,11,2,0.0,0.005118,99.0,22.03,0.64,4.49,7.71,2-11-1992
4995,1992,11,2,0.0,0.005000999999999999,98.96,21.79,0.64,4.49,7.71,2-11-1992
4996,1992,11,3,0.0,0.004618,98.95,21.96,0.75,5.29,7.62,3-11-1992
4997,1992,11,3,0.0,0.004661,98.9,21.74,0.75,5.29,7.62,3-11-1992
4998,1992,11,4,0.0,0.004886,98.92,21.4,0.59,4.13,7.78,4-11-1992
4999,1992,11,4,0.0,0.005009,98.86,21.3,0.59,4.13,7.78,4-11-1992
5000,1992,11,5,0.0,0.0050490000000000005,98.91,21.31,0.62,4.26,7.79,5-11-1992
5001,1992,11,5,0.0,0.005146,98.85,21.15,0.62,4.26,7.79,5-11-1992
5002,1992,11,6,0.0,0.004093,98.93,20.56,0.63,4.32,7.6,6-11-1992
5003,1992,11,6,0.0,0.004121,98.87,20.25,0.63,4.32,7.6,6-11-1992
5004,1992,11,7,0.0,0.003437,98.96,18.82,0.75,5.14,7.12,7-11-1992
5005,1992,11,7,0.0,0.003582,98.89,18.74,0.75,5.14,7.12,7-11-1992
5006,1992,11,8,0.0,0.002768,98.95,18.02,0.57,3.87,6.94,8-11-1992
5007,1992,11,8,0.0,0.002928,98.88,17.75,0.57,3.87,6.94,8-11-1992
5008,1992,11,9,0.0,0.003008,99.11,18.3,0.61,4.1,6.93,9-11-1992
5009,1992,11,9,0.0,0.003064,99.06,18.11,0.61,4.1,6.93,9-11-1992
5010,1992,11,10,0.0,0.0032479999999999996,99.1,18.6,0.74,4.94,7.16,10-11-1992
5011,1992,11,10,0.0,0.003315,99.04,18.47,0.74,4.94,7.16,10-11-1992
5012,1992,11,11,0.0,0.003237,99.11,19.24,0.67,4.46,7.63,11-11-1992
5013,1992,11,11,0.0,0.003336,99.06,19.11,0.67,4.46,7.63,11-11-1992
5014,1992,11,12,0.0,0.004987,99.23,19.66,0.63,4.16,7.81,12-11-1992
5015,1992,11,12,0.0,0.004626,99.18,19.47,0.63,4.16,7.81,12-11-1992
5016,1992,11,13,0.0,0.006678,99.16,21.57,0.58,3.8,8.13,13-11-1992
5017,1992,11,13,0.0,0.006241,99.11,21.14,0.58,3.8,8.13,13-11-1992
5018,1992,11,14,0.0,0.007024,98.96,21.69,0.6,3.9,8.23,14-11-1992
5019,1992,11,14,0.0,0.006495999999999999,98.91,21.27,0.6,3.9,8.23,14-11-1992
5020,1992,11,15,0.0,0.007016,99.05,21.71,0.74,4.79,8.06,15-11-1992
5021,1992,11,15,0.0,0.006599,99.01,21.55,0.74,4.79,8.06,15-11-1992
5022,1992,11,16,0.0,0.006999999999999999,99.02,21.81,0.55,3.52,8.1,16-11-1992
5023,1992,11,16,0.0,0.006675,98.98,21.71,0.55,3.52,8.1,16-11-1992
